v_mean,v_min,v_max,v_std,c_mean,c_min,c_std,temp_mean,temp_max,temp_std,power_mean,power_std,dv_dt_mean,dv_dt_std,discharge_time,charge_throughput,energy,n_samples,battery_id,cycle_idx,Capacity,ambient_temperature,SoH,RUL,Degraded,capacity_so_far,soh_so_far,fade_rate_recent
3.5298286688693397,2.612467347907089,4.191491807505295,0.2359570706808563,-1.8187019641679727,-2.0180146876333027,0.5935461816744741,32.572328114029,38.98218133148803,3.486920476221683,-6.463171962170738,2.1484570693873404,-0.0002486071869099068,0.0013596088346198808,3690.234,6703.930354233869,23791.601501742472,197,B0005,0,1.8564874208181572,24,1.0,125,0,1.8564874208181572,1.0,-0.0
3.5373201277859714,2.587208728940726,4.189773213846608,0.23476492928592216,-1.8175598506612867,-2.016820542901454,0.5951796218062511,32.72523522519307,39.03339796678704,3.426734226466467,-6.472341549380814,2.15805625078542,-0.00024357820345726882,0.001408579777964439,3672.344,6667.480009862986,23710.842541431237,196,B0005,1,1.846327249719927,24,0.9945272071416715,124,0,1.846327249719927,0.9945272071416715,0.010160171098230197
3.5437367282719,2.65191689384378,4.188186735991303,0.22752543549673085,-1.8164865418840956,-2.016573862170142,0.5964980204475099,32.64286193755933,38.81879668981741,3.3794750427627753,-6.476657977763068,2.1634335591011085,-0.00023688246617361723,0.0013309444167407384,3651.641,6627.775462858066,23600.46000584658,195,B0005,2,1.835349194223408,24,0.9886138595081707,123,0,1.835349194223408,0.9886138595081707,0.010569113297374644
3.5436661072601456,2.592947964776547,4.188461118855572,0.23274431724182537,-1.8255891938692528,-2.0159359571668354,0.5834624841611844,32.51487646204882,38.7623045063458,3.3865437316993536,-6.5089154119034704,2.119351840667348,-0.00024016308368586696,0.0014286479879563265,3631.563,6627.283228192292,23597.38298497536,194,B0005,3,1.8352625275821128,24,0.9885671763794174,122,0,1.8352625275821128,0.9885671763794174,0.007074964412014791
3.5423432526672167,2.547419651124539,4.188298524761055,0.23668857165678028,-1.8261139590277584,-2.017425579158831,0.5834685498827803,32.38234901543077,38.66539257343368,3.3958806914600226,-6.510114051075701,2.1202595069475434,-0.00024397989907815526,0.001498059476090292,3629.172,6625.295744640909,23588.03510139555,194,B0005,4,1.8346455082120416,24,0.9882348178817771,121,0,1.8346455082120416,0.9882348178817771,0.005460478151528891
3.5413347346347575,2.5209480504077413,4.188815807948604,0.23931625998293235,-1.8168108743168805,-2.0162347618032066,0.5967015706365189,32.43418218230641,38.75169504640032,3.417325567545538,-6.479023307247667,2.1674201060864573,-0.00024322121213214075,0.0015331644759428572,3652.281,6628.777935199487,23606.98037299513,195,B0005,5,1.8356616600675493,24,0.9887821697485943,120,0,1.8356616600675493,0.9887821697485943,0.004165152150121587
3.5410250495075215,2.487927319492314,4.18839163793879,0.2425153341196382,-1.816791144707133,-2.01583310669507,0.5964919190059063,32.480416444757985,38.8207012322275,3.419542558294876,-6.48033739651203,2.1681038996086723,-0.00024526713744457224,0.0015859998733847717,3650.828,6626.992672194888,23605.378781170944,195,B0005,6,1.8351461429226603,24,0.9885044855913477,119,0,1.8351461429226603,0.9885044855913477,0.0022362213594533387
3.554133296801584,2.665204904745877,4.188927891511958,0.227312510961654,-1.8443412120754061,-2.0166395518034546,0.5573831672048897,32.41046186109587,38.51713023385634,3.3516161723228617,-6.589609009559991,2.030791519591995,-0.0002451860826047683,0.0013213240175231223,3572.453,6593.182164732286,23526.60159933908,191,B0005,7,1.8257567905665535,24,0.9834468955151549,118,0,1.8257567905665535,0.9834468955151549,0.0019184807313708863
3.5529355991467955,2.603858472633368,4.189029250882121,0.23245384950762416,-1.853972745505648,-2.018357230695621,0.5424840616663397,32.3461408313,38.526267904657,3.3724043396197616,-6.621538383009208,1.9795839202733208,-0.00025043960946434816,0.001419194073773406,3550.594,6589.71354942594,23504.786328922382,190,B0005,8,1.8247738529891333,24,0.9829174345738105,117,0,1.8247738529891333,0.9829174345738105,0.002097734918595906
3.5512057319376997,2.552853984885676,4.189223427076418,0.23672870147542147,-1.853589933851096,-2.016071837814984,0.5423346882876612,32.27679750791685,38.52698128472781,3.384318782535614,-6.618552008483524,1.9799070410309763,-0.0002538542062340794,0.001496482242862309,3551.25,6588.983401807753,23495.679899722338,190,B0005,9,1.824613268496936,24,0.9828309354731991,116,0,1.824613268496936,0.9828309354731991,0.0020064479430211167
3.549292319740949,2.472448301852732,4.188916055911241,0.24309734449960058,-1.863380178294828,-2.0160713863396573,0.5267409991401002,32.15709350345252,38.54143406601644,3.4192563180601603,-6.649419338348062,1.926914873276405,-0.00026039734708400205,0.0016400044095290372,3530.25,6588.884234469535,23480.902942936325,189,B0005,10,1.8246195526864504,24,0.9828343204622079,115,0,1.8246195526864504,0.9828343204622079,0.0022084214762197797
3.559759220648976,2.64956413267546,4.189876247266316,0.22886185175957946,-1.8729688102878943,-2.016851865845563,0.5116979707844125,32.36407129853099,38.52197451768004,3.3635991447660745,-6.695721741629746,1.8732484061705683,-0.0002550657757263063,0.0013574890107011163,3491.016,6551.44693101295,23390.941117980845,187,B0005,11,1.814201935767392,24,0.9772228539894281,114,0,1.814201935767392,0.9772228539894281,0.004188841431053669
3.558081969139198,2.5724981777366227,4.189286794768804,0.2346077577627525,-1.8826095043160835,-2.016393908986775,0.49428241523071964,32.3181954403762,38.582485834057856,3.3739283176724415,-6.7263632243816,1.813978521592753,-0.0002623529502241611,0.0014866411999343888,3470.281,6549.635296979605,23370.670962971617,186,B0005,12,1.8137521577549052,24,0.9769805803238794,113,0,1.8137521577549052,0.9769805803238794,0.002400926562329664
3.555692244172496,2.5249886697730286,4.188837765892728,0.237911318298918,-1.8825367876363654,-2.0158117255163046,0.49428703573729343,32.15709029211502,38.52029413487392,3.426023279669047,-6.722439448505914,1.814317571347778,-0.00026502279678371947,0.0015670597153212772,3470.0,6548.589372597367,23353.61194259486,186,B0005,13,1.8134404914735824,24,0.9768127007692818,112,0,1.8134404914735824,0.9768127007692818,0.002266672303110173
3.562746818017503,2.694621861688723,4.189110301768517,0.22392608690207388,-1.8817935155260215,-2.0193509920362724,0.49541451927035984,32.044070003146096,38.21358592965045,3.360458061989185,-6.727904104537526,1.815485727575511,-0.0002538787476271165,0.0013154068587386508,3450.297,6509.538518751653,23244.024701625855,185,B0005,14,1.8025980036306504,24,0.9709723768751648,111,0,1.8025980036306504,0.9709723768751648,0.004403052973257137
3.5614521756489204,2.64010141737067,4.18921207304098,0.22796979172772144,-1.8921861285036712,-2.0164420273602586,0.4770160473926998,31.931593674911532,38.1983618706913,3.385244667118977,-6.761180056660181,1.7523172759753547,-0.0002607123061449848,0.0014050191318624933,3429.407,6507.769120836423,23224.131198351126,184,B0005,15,1.80210690024615,24,0.9707078432300708,110,0,1.80210690024615,0.9707078432300708,0.004502530488060064
3.5603420474985823,2.573903509838096,4.188899969428112,0.23297600498562532,-1.9027629207037406,-2.016465255161054,0.4571130109358775,31.941655359029298,38.31926916027133,3.400808355268314,-6.795458837930828,1.6846961938704126,-0.0002695128746430755,0.001510155779389424,3409.484,6509.598979296361,23218.488903706064,183,B0005,16,1.802579500826209,24,0.9709624103091468,109,0,1.802579500826209,0.9709624103091468,0.002324486988236574
3.5591189041401865,2.4942396831720126,4.188779799856791,0.23873643876806222,-1.9133470605822436,-2.0181069603406625,0.4358942318853322,31.965008645476725,38.4787542519308,3.414795247499799,-6.829234822297299,1.6134776203241812,-0.00027896191057933794,0.001659141008640032,3390.422,6511.1081944561665,23209.941114737456,182,B0005,17,1.8030683142834096,24,0.9712257104811377,108,0,1.8030683142834096,0.9712257104811377,0.002136768694299107
3.557886771846508,2.4556793246645583,4.189272591516219,0.24145031412156678,-1.9131602105481538,-2.0170254305215485,0.43619046586394566,31.966241678512723,38.54659017774874,3.433369080629228,-6.8267403953412495,1.6154336316329643,-0.00028021866544774703,0.0017247532459100257,3390.281,6510.178861374065,23199.110125374005,182,B0005,18,1.802777624719604,24,0.9710691300699019,107,0,1.802777624719604,0.9710691300699019,0.002132573350795708
3.5520375235511907,2.632142800798914,4.187614060563439,0.23416563071224794,-1.8553455745575975,-2.01684718332263,0.5400579358950733,32.37143341978575,38.44749852224995,3.3582656082275433,-6.629456610491162,1.9708971132891078,-0.0002578758865228144,0.0012954736675213736,3591.734,6669.651426176824,23800.467163241432,192,B0005,19,1.8470259949329195,24,0.994903587398902,106,0,1.8470259949329195,0.994903587398902,-0.00888559826045383
3.5525668436897124,2.5027764692056795,4.187628781108399,0.24417224140909252,-1.8746995273150975,-2.016190951623346,0.5078881766945343,32.70024990461686,38.992275791716615,3.414454720096594,-6.697630741121939,1.862184754730584,-0.00026945167402945544,0.001506475253751266,3552.297,6670.891333284933,23800.179636304245,190,B0005,20,1.847417311283644,24,0.9951143705942721,105,0,1.847417311283644,0.9951143705942721,-0.0090620822074988
3.5567940383270398,2.617507742871704,4.187447226312926,0.23311973567394634,-1.8738272127883846,-2.016760348146938,0.5090210348494151,32.32266411829938,38.51424197364312,3.395181230789341,-6.697647484534175,1.8637098777536214,-0.00026208875529429873,0.001344776558459131,3531.578,6630.596879918006,23669.356206255026,189,B0005,21,1.8361774213478947,24,0.9890599854098059,104,0,1.8361774213478947,0.9890599854098059,-0.006719584104337128
3.5614100044534203,2.694074478000972,4.187344026387161,0.22484633144049296,-1.883193546754683,-2.0160230713598764,0.49304941109665107,31.98795810666763,38.165816144899125,3.4042748981985596,-6.733059930589075,1.8064831632542535,-0.00025900991610482084,0.0012556931621708891,3492.907,6593.290302569483,23542.708631574522,187,B0005,22,1.825780747577624,24,0.9834597999985366,103,0,1.825780747577624,0.9834597999985366,-0.00454248665884287
